"Geographic Area Name (NAME)","2017 NAICS Code (NAICS)","Meaning of NAICS Code (NAICS_LABEL)","Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Number of employees (EMP)","(DHS) denominator (DENOM)","Number of establishments born during the last 12 months (ESTABS_ENTRY)","Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE)","Number of establishments exited during the last 12 months (ESTABS_EXIT)","Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE)","Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION)","Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS)","Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS)","Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS)","Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE)","Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION)","Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS)","Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS)","Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS)","Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE)","Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION)","Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE)","Rate of reallocation during the last 12 months (REALLOCATION_RATE)","Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS)","Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS)","Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)"
"Utah","00","Total for all sectors","Total","2014","52,071","64,096","1,144,349","1,122,815","7,615","12.019","6,136","9.685","166,376","55,442","110,934","4.938","14.818","122,494","38,569","83,925","3.435","10.910","43,882","3.908","21.819","3,911","3,971","22,073"
"Utah","00","Total for all sectors","Total","2015","53,270","65,810","1,202,460","1,176,586","7,950","12.239","6,240","9.607","181,901","60,060","121,841","5.105","15.460","129,851","40,904","88,947","3.477","11.036","52,050","4.424","22.073","4,052","4,146","24,246"
"Utah","00","Total for all sectors","Total","2016","54,481","67,624","1,248,706","1,226,224","8,027","12.031","6,221","9.324","172,806","54,673","118,133","4.459","14.093","127,986","42,416","85,570","3.459","10.437","44,820","3.655","20.875","4,111","4,200","25,949"
"Utah","00","Total for all sectors","Total","2017","55,765","69,072","1,282,546","1,260,533","8,037","11.760","6,578","9.625","182,757","56,982","125,775","4.520","14.498","139,620","48,207","91,413","3.824","11.076","43,137","3.422","22.153","4,167","4,249","26,956"
"Utah","00","Total for all sectors","Total","2018","57,422","70,556","1,336,713","1,310,382","8,068","11.557","6,573","9.416","185,968","55,285","130,683","4.219","14.192","133,689","50,380","83,309","3.845","10.202","52,279","3.990","20.405","4,229","4,329","30,580"
"Utah","00","Total for all sectors","Total","2019","58,991","72,169","1,372,928","1,354,514","8,293","11.619","6,704","9.393","172,064","53,508","118,556","3.950","12.703","135,770","45,053","90,717","3.326","10.024","36,294","2.679","20.047","4,817","4,888","28,910"
"Utah","00","Total for all sectors","Total","2020","59,950","73,266","1,404,722","1,389,452","8,552","11.761","7,445","10.239","186,255","56,134","130,121","4.040","13.405","156,200","52,076","104,124","3.748","11.242","30,055","2.163","22.484","5,427","5,518","35,074"
"Vermont","00","Total for all sectors","Total","1978","10,901","12,090","158,409","151,942","1,873","15.979","1,137","9.700","33,701","10,778","22,923","7.094","22.180","21,232","10,773","10,459","7.090","13.974","12,469","8.206","27.948","846","854","7,974"
"Vermont","00","Total for all sectors","Total","1979","11,367","12,617","165,840","162,106","1,727","13.969","1,220","9.868","27,140","9,112","18,028","5.621","16.742","19,872","6,785","13,087","4.186","12.259","7,268","4.483","24.517","928","931","4,550"
"Vermont","00","Total for all sectors","Total","1980","11,546","12,831","166,946","166,467","1,572","12.353","1,362","10.702","24,313","7,378","16,935","4.432","14.605","23,166","6,267","16,899","3.765","13.916","1,147","0.689","27.833","1,051","1,057","4,069"
"Vermont","00","Total for all sectors","Total","1981","11,594","12,917","169,823","168,087","1,502","11.670","1,410","10.955","24,887","7,186","17,701","4.275","14.806","21,323","6,097","15,226","3.627","12.686","3,564","2.120","25.371","1,029","1,036","4,194"
"Vermont","00","Total for all sectors","Total","1982","11,702","13,055","167,620","168,566","1,619","12.468","1,479","11.390","22,136","7,293","14,843","4.326","13.132","24,201","7,827","16,374","4.643","14.357","−2,065","−1.225","26.264","1,083","1,088","4,407"
"Vermont","00","Total for all sectors","Total","1983","11,854","13,218","166,859","167,389","1,650","12.571","1,465","11.161","22,796","8,060","14,736","4.815","13.619","23,907","6,378","17,529","3.810","14.282","−1,111","−0.664","27.237","1,038","1,043","4,127"
"Vermont","00","Total for all sectors","Total","1984","12,767","14,165","177,555","172,389","2,131","15.559","1,193","8.711","29,351","10,087","19,264","5.851","17.026","19,017","6,373","12,644","3.697","11.031","10,334","5.995","22.063","869","875","3,988"
"Vermont","00","Total for all sectors","Total","1985","13,273","14,678","182,100","179,702","2,130","14.773","1,610","11.167","29,375","10,311","19,064","5.738","16.347","24,573","10,315","14,258","5.740","13.674","4,802","2.672","27.349","1,184","1,203","5,561"
"Vermont","00","Total for all sectors","Total","1986","13,728","15,250","191,746","186,680","2,308","15.428","1,727","11.545","34,728","13,615","21,113","7.293","18.603","24,926","8,976","15,950","4.808","13.352","9,802","5.251","26.705","1,275","1,283","6,141"
"Vermont","00","Total for all sectors","Total","1987","14,502","16,151","206,822","199,520","2,507","15.966","1,610","10.253","40,978","17,223","23,755","8.632","20.538","26,190","10,443","15,747","5.234","13.127","14,788","7.412","26.253","1,161","1,169","6,143"
"Vermont","00","Total for all sectors","Total","1988","15,199","16,934","211,143","208,901","2,516","15.202","1,748","10.562","37,534","15,533","22,001","7.436","17.967","33,153","12,016","21,137","5.752","15.870","4,381","2.097","31.740","1,271","1,284","7,228"
"Vermont","00","Total for all sectors","Total","1989","15,771","17,606","220,589","215,829","2,490","14.412","1,833","10.609","35,520","12,695","22,825","5.882","16.458","26,134","9,736","16,398","4.511","12.109","9,386","4.349","24.217","1,417","1,434","7,219"
"Vermont","00","Total for all sectors","Total","1990","15,787","17,672","215,650","217,944","2,062","11.686","2,008","11.380","30,066","10,234","19,832","4.696","13.795","34,700","11,116","23,584","5.100","15.922","−4,634","−2.126","27.591","1,555","1,567","7,115"
"Vermont","00","Total for all sectors","Total","1991","15,423","17,442","205,056","210,180","1,850","10.538","2,078","11.836","26,800","11,522","15,278","5.482","12.751","37,172","11,849","25,323","5.638","17.686","−10,372","−4.935","25.502","1,541","1,549","8,290"
"Vermont","00","Total for all sectors","Total","1992","15,288","17,314","205,884","206,001","1,773","10.206","1,889","10.874","29,867","9,995","19,872","4.852","14.499","30,064","9,672","20,392","4.695","14.594","−197","−0.096","28.997","1,300","1,310","6,595"
"Vermont","00","Total for all sectors","Total","1993","15,573","17,628","212,949","209,058","1,951","11.169","1,631","9.337","34,617","13,498","21,119","6.457","16.559","27,101","10,912","16,189","5.220","12.963","7,516","3.595","25.927","1,166","1,192","4,920"
"Vermont","00","Total for all sectors","Total","1994","15,808","17,896","214,486","214,273","1,820","10.241","1,573","8.851","29,481","9,445","20,036","4.408","13.759","28,797","8,944","19,853","4.174","13.439","684","0.319","26.879","1,117","1,135","4,949"
"Vermont","00","Total for all sectors","Total","1995","16,101","18,237","218,138","216,440","1,882","10.415","1,548","8.567","31,212","10,253","20,959","4.737","14.421","27,604","10,471","17,133","4.838","12.754","3,608","1.667","25.507","1,122","1,132","6,414"
"Vermont","00","Total for all sectors","Total","1996","16,148","18,360","222,990","219,853","1,889","10.340","1,705","9.333","33,355","13,629","19,726","6.199","15.172","27,243","10,398","16,845","4.730","12.391","6,112","2.780","24.783","1,246","1,267","6,563"
"Vermont","00","Total for all sectors","Total","1997","16,336","18,576","227,527","225,057","2,008","10.873","1,793","9.708","33,954","14,349","19,605","6.376","15.087","29,272","10,507","18,765","4.669","13.007","4,682","2.080","26.013","1,262","1,275","6,220"
"Vermont","00","Total for all sectors","Total","1998","16,493","18,679","237,441","233,217","1,852","9.928","1,802","9.660","34,622","10,626","23,996","4.556","14.845","26,124","8,974","17,150","3.848","11.202","8,498","3.644","22.403","1,223","1,250","5,115"
"Vermont","00","Total for all sectors","Total","1999","16,724","19,059","243,613","240,762","1,930","10.226","1,558","8.255","33,012","10,600","22,412","4.403","13.711","27,169","8,926","18,243","3.707","11.285","5,843","2.427","22.569","1,148","1,167","5,969"
"Vermont","00","Total for all sectors","Total","2000","16,784","19,178","253,562","248,632","1,802","9.421","1,700","8.888","37,603","12,163","25,440","4.892","15.124","27,703","8,672","19,031","3.488","11.142","9,900","3.982","22.284","1,199","1,209","5,211"
"Vermont","00","Total for all sectors","Total","2001","16,659","19,133","254,089","252,159","1,666","8.712","1,648","8.617","32,507","10,386","22,121","4.119","12.891","28,675","10,049","18,626","3.985","11.372","3,832","1.520","22.744","1,155","1,169","5,665"
"Vermont","00","Total for all sectors","Total","2002","16,563","19,091","255,033","256,414","1,838","9.591","1,983","10.348","37,495","14,073","23,422","5.488","14.623","40,127","13,533","26,594","5.278","15.649","−2,632","−1.026","29.246","1,172","1,198","6,417"
"Vermont","00","Total for all sectors","Total","2003","16,833","19,491","254,462","254,687","1,938","10.050","1,524","7.903","34,361","10,852","23,509","4.261","13.491","35,082","10,934","24,148","4.293","13.775","−721","−0.283","26.983","1,030","1,042","5,582"
"Vermont","00","Total for all sectors","Total","2004","16,934","19,567","253,254","254,157","1,775","9.089","1,701","8.710","27,512","9,368","18,144","3.686","10.825","29,478","9,353","20,125","3.680","11.598","−1,966","−0.774","21.650","1,082","1,095","4,843"
"Vermont","00","Total for all sectors","Total","2005","17,026","19,722","258,994","256,266","1,830","9.313","1,687","8.585","33,837","10,654","23,183","4.157","13.204","28,211","9,065","19,146","3.537","11.009","5,626","2.195","22.017","1,107","1,119","5,536"
"Vermont","00","Total for all sectors","Total","2006","17,123","19,944","262,088","260,645","2,002","10.096","1,774","8.946","30,815","9,892","20,923","3.795","11.823","27,858","8,334","19,524","3.197","10.688","2,957","1.134","21.376","1,271","1,283","5,252"
"Vermont","00","Total for all sectors","Total","2007","17,168","19,971","267,523","264,845","1,942","9.734","1,901","9.529","38,576","10,304","28,272","3.891","14.566","32,415","10,678","21,737","4.032","12.239","6,161","2.326","24.479","1,175","1,185","4,902"
"Vermont","00","Total for all sectors","Total","2008","16,888","19,710","267,943","267,521","1,701","8.579","1,936","9.764","31,154","11,204","19,950","4.188","11.645","30,670","10,304","20,366","3.852","11.465","484","0.181","22.929","1,249","1,258","6,332"
"Vermont","00","Total for all sectors","Total","2009","16,390","19,281","261,382","265,043","1,531","7.838","2,035","10.418","28,128","11,044","17,084","4.167","10.613","35,806","10,639","25,167","4.014","13.510","−7,678","−2.897","21.225","1,256","1,273","6,240"
"Vermont","00","Total for all sectors","Total","2010","16,224","19,129","260,616","261,111","1,513","7.876","1,675","8.719","26,746","9,501","17,245","3.639","10.243","27,760","7,186","20,574","2.752","10.632","−1,014","−0.388","20.486","1,042","1,050","4,376"
"Vermont","00","Total for all sectors","Total","2011","16,054","18,920","255,682","258,065","1,557","8.184","1,765","9.278","27,322","7,354","19,968","2.850","10.587","32,509","8,061","24,448","3.124","12.597","−5,187","−2.010","21.175","1,126","1,147","4,730"
"Vermont","00","Total for all sectors","Total","2012","16,075","18,975","266,163","260,868","1,672","8.825","1,615","8.524","36,502","8,634","27,868","3.310","13.993","26,339","8,664","17,675","3.321","10.097","10,163","3.896","20.193","1,030","1,055","4,986"
"Vermont","00","Total for all sectors","Total","2013","15,952","18,885","258,989","262,401","1,454","7.684","1,531","8.090","28,842","8,192","20,650","3.122","10.992","35,231","16,495","18,736","6.286","13.426","−6,389","−2.435","21.983","973","974","13,067"
"Vermont","00","Total for all sectors","Total","2014","15,938","18,904","261,545","260,287","1,524","8.065","1,510","7.991","27,671","7,495","20,176","2.880","10.631","25,211","8,094","17,117","3.110","9.686","2,460","0.945","19.372","966","1,000","5,485"
"Vermont","00","Total for all sectors","Total","2015","15,999","19,036","266,906","264,221","1,505","7.934","1,373","7.238","29,011","8,416","20,595","3.185","10.980","23,485","6,918","16,567","2.618","8.888","5,526","2.091","17.777","933","944","4,633"
"Vermont","00","Total for all sectors","Total","2016","16,008","19,119","266,338","266,646","1,505","7.888","1,424","7.464","26,339","7,163","19,176","2.686","9.878","27,093","6,995","20,098","2.623","10.161","−754","−0.283","19.756","929","941","4,050"
"Vermont","00","Total for all sectors","Total","2017","15,954","19,039","258,701","259,492","1,462","7.665","1,533","8.037","28,836","8,366","20,470","3.224","11.113","30,175","8,775","21,400","3.382","11.629","−1,339","−0.516","22.225","1,023","1,033","5,734"
"Vermont","00","Total for all sectors","Total","2018","15,866","18,915","261,668","260,186","1,330","7.010","1,446","7.621","26,701","7,957","18,744","3.058","10.262","23,952","7,996","15,956","3.073","9.206","2,749","1.057","18.411","979","992","5,165"
"Vermont","00","Total for all sectors","Total","2019","15,750","18,803","260,921","261,494","1,373","7.280","1,485","7.874","23,521","6,976","16,545","2.668","8.995","24,873","8,354","16,519","3.195","9.512","−1,352","−0.517","17.990","1,091","1,102","5,263"
"Vermont","00","Total for all sectors","Total","2020","15,518","18,550","257,704","259,172","1,349","7.224","1,598","8.557","24,027","6,424","17,603","2.479","9.271","26,919","8,679","18,240","3.349","10.387","−2,892","−1.116","18.541","1,194","1,203","5,611"
"Virginia","00","Total for all sectors","Total","1978","76,493","92,848","1,499,219","1,444,455","13,563","14.932","9,528","10.490","303,738","97,469","206,269","6.748","21.028","195,010","75,014","119,996","5.193","13.501","108,728","7.527","27.001","6,308","6,403","34,618"
"Virginia","00","Total for all sectors","Total","1979","79,656","96,763","1,598,231","1,550,692","12,972","13.663","9,326","9.823","290,737","91,213","199,524","5.882","18.749","194,827","62,233","132,594","4.013","12.564","95,910","6.185","25.128","6,616","6,683","32,475"
"Virginia","00","Total for all sectors","Total","1980","80,536","98,180","1,630,162","1,614,451","12,020","12.333","10,590","10.865","247,926","80,449","167,477","4.983","15.357","216,240","62,639","153,601","3.880","13.394","31,686","1.963","26.788","7,617","7,700","34,986"
"Virginia","00","Total for all sectors","Total","1981","81,001","99,542","1,663,392","1,646,917","12,268","12.413","10,844","10.972","258,176","108,451","149,725","6.585","15.676","224,550","70,172","154,378","4.261","13.635","33,626","2.042","27.269","7,778","7,928","37,872"
"Virginia","00","Total for all sectors","Total","1982","80,468","99,859","1,651,923","1,655,626","11,979","12.010","11,748","11.778","248,735","88,873","159,862","5.368","15.024","255,731","76,024","179,707","4.592","15.446","−6,996","−0.423","30.047","8,247","8,368","43,497"
"Virginia","00","Total for all sectors","Total","1983","82,838","102,649","1,653,847","1,649,537","13,178","13.015","10,383","10.255","258,786","85,601","173,185","5.189","15.688","249,785","77,323","172,462","4.688","15.143","9,001","0.546","30.285","7,053","7,233","39,509"
"Virginia","00","Total for all sectors","Total","1984","88,145","108,673","1,781,185","1,716,162","16,280","15.401","10,348","9.789","326,915","115,313","211,602","6.719","19.049","196,488","75,455","121,033","4.397","11.449","130,427","7.600","22.899","7,537","7,640","41,611"
"Virginia","00","Total for all sectors","Total","1985","90,914","111,957","1,882,444","1,831,693","16,605","15.051","13,340","12.092","341,999","120,676","221,323","6.588","18.671","240,633","100,066","140,567","5.463","13.137","101,366","5.534","26.274","9,922","10,073","61,167"
"Virginia","00","Total for all sectors","Total","1986","94,922","117,432","1,999,672","1,939,078","16,940","14.772","11,429","9.966","369,014","141,952","227,062","7.321","19.030","247,188","81,358","165,830","4.196","12.748","121,826","6.283","25.495","7,936","8,045","44,752"
