"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"West Virginia","541511","Custom computer programming services","S-corporations ","All establishments","2019","36","37,093","9,013","445"
"West Virginia","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","24","1,687","367","30"
"West Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","4","3,085","614","27"
"West Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","3","2,865","613","42"
"West Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","3","9,342","2,547","99"
"West Virginia","541511","Custom computer programming services","Partnerships","All establishments","2019","10","6,479","1,577","74"
"West Virginia","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","7","752","217","10"
"Wisconsin","541511","Custom computer programming services","All establishments","All establishments","2019","766","906,512","226,999","10,307"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","527","48,798","9,730","732"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","93","46,103","11,323","620"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","63","69,963","16,936","861"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","49","118,258","27,406","1,457"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","15","128,965","30,091","1,094"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","12","168,925","47,122","1,908"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","5","176,738","37,746","1,710"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","170","510,480","129,232","5,460"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","100","14,157","2,315","161"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","25","15,309","3,569","162"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","16","22,709","5,688","247"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","12","32,552","7,400","335"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","47,048","10,572","294"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","7","90,309","24,437","1,017"
"Wisconsin","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","4","139,634","28,606","1,319"
"Wisconsin","541511","Custom computer programming services","S-corporations ","All establishments","2019","510","235,665","55,447","2,997"
"Wisconsin","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","377","30,879","6,682","499"
"Wisconsin","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","53","23,891","6,004","356"
"Wisconsin","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","37","37,761","8,952","473"
"Wisconsin","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","35","83,081","19,236","1,069"
"Wisconsin","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","8","60,053","14,573","600"
"Wisconsin","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","35","32,648","9,858","342"
